thanh_pho,quan_huyen,dien_tich_m2,so_phong_ngu,so_phong_tam,so_tang,mat_tien_m,huong_nha,phap_ly,gia_trieu_vnd,gia_trieu_per_m2
Đà Nẵng,Sơn Trà,97.7,4,3,3,5.0,Đông Nam,Sổ đỏ/Sổ hồng,6769.1,69.28
Hà Nội,Ba Đình,57.0,3,3,2,6.0,Tây,Hợp đồng mua bán,9275.4,162.73
Hà Nội,Nam Từ Liêm,113.2,1,1,4,10.0,Đông Bắc,Hợp đồng mua bán,9759.9,86.22
TP.HCM,Quận 3,173.8,2,2,2,8.0,Nam,Sổ đỏ/Sổ hồng,42627.1,245.27
Hà Nội,Hoàng Mai,320.6,3,2,1,2.0,Đông Bắc,Sổ đỏ/Sổ hồng,23440.5,73.11
TP.HCM,Bình Thạnh,322.6,3,2,3,6.0,Tây Nam,Sổ đỏ/Sổ hồng,35139.2,108.93
Đà Nẵng,Sơn Trà,57.6,3,3,2,6.0,Đông Bắc,Sổ đỏ/Sổ hồng,3516.8,61.06
TP.HCM,Bình Thạnh,160.3,2,1,2,10.0,Đông,Sổ đỏ/Sổ hồng,19237.1,120.01
TP.HCM,Quận 3,104.2,3,3,3,5.0,Tây,Hợp đồng mua bán,15445.9,148.23
TP.HCM,Phú Nhuận,187.5,2,1,3,6.0,Nam,Sổ đỏ/Sổ hồng,40761.2,217.39
TP.HCM,Quận 9,314.6,4,3,3,10.0,Tây,Sổ đỏ/Sổ hồng,23952.4,76.14
Hà Nội,Hai Bà Trưng,115.1,3,3,4,5.0,Đông Bắc,Sổ đỏ/Sổ hồng,13501.6,117.3
Cần Thơ,Ninh Kiều,240.9,3,2,2,10.0,Nam,Sổ đỏ/Sổ hồng,13818.2,57.36
TP.HCM,Quận 3,27.4,3,3,2,6.0,Nam,Sổ đỏ/Sổ hồng,7460.7,272.29
TP.HCM,Thủ Đức,101.9,3,3,3,6.0,Đông Bắc,Hợp đồng mua bán,6852.9,67.25
TP.HCM,Quận 1,183.6,2,1,5,6.0,Tây Nam,Sổ đỏ/Sổ hồng,55556.6,302.6
Hà Nội,Hoàn Kiếm,322.9,4,3,1,3.0,Nam,Hợp đồng mua bán,76962.2,238.35
Hà Nội,Hoàng Mai,322.3,3,2,3,5.0,Nam,Sổ đỏ/Sổ hồng,36904.7,114.5
TP.HCM,Thủ Đức,57.2,3,3,2,10.0,Nam,Sổ đỏ/Sổ hồng,6307.2,110.27
Hải Phòng,Ngô Quyền,255.9,3,2,3,3.0,Tây Bắc,Hợp đồng mua bán,8873.4,34.68
TP.HCM,Quận 7,60.6,5,4,5,4.0,Nam,Sổ đỏ/Sổ hồng,9770.6,161.23
Cần Thơ,Cái Răng,159.1,2,2,2,6.0,Tây Bắc,Đang chờ sổ,3391.6,21.32
Đà Nẵng,Thanh Khê,93.9,2,1,1,10.0,Tây,Đang chờ sổ,3823.1,40.71
Hà Nội,Cầu Giấy,135.0,1,1,4,12.0,Tây,Đang chờ sổ,21168.3,156.8
Đà Nẵng,Hải Châu,64.5,3,2,3,10.0,Đông Nam,Hợp đồng mua bán,5004.8,77.59
Hải Phòng,Ngô Quyền,194.1,1,1,4,10.0,Nam,Sổ đỏ/Sổ hồng,13768.3,70.93
Đà Nẵng,Ngũ Hành Sơn,95.6,3,3,4,2.0,Đông Nam,Đang chờ sổ,3876.3,40.55
Hà Nội,Hà Đông,338.6,3,2,1,5.0,Bắc,Sổ đỏ/Sổ hồng,23404.6,69.12
Hà Nội,Nam Từ Liêm,29.7,1,1,4,6.0,Bắc,Sổ đỏ/Sổ hồng,3293.4,110.89
TP.HCM,Gò Vấp,241.9,2,2,4,8.0,Đông,Sổ đỏ/Sổ hồng,29682.7,122.71
Hà Nội,Cầu Giấy,224.3,2,2,3,8.0,Đông Nam,Sổ đỏ/Sổ hồng,37867.1,168.82
Hà Nội,Hai Bà Trưng,290.8,5,5,2,12.0,Đông Bắc,Hợp đồng mua bán,38676.3,133.0
TP.HCM,Quận 3,109.7,3,2,4,8.0,Tây Bắc,Sổ đỏ/Sổ hồng,21502.5,196.01
Hải Phòng,Hồng Bàng,58.1,1,1,3,4.0,Tây Bắc,Hợp đồng mua bán,2107.1,36.27
TP.HCM,Gò Vấp,129.0,4,3,2,10.0,Bắc,Sổ đỏ/Sổ hồng,12058.7,93.48
TP.HCM,Quận 9,252.6,4,3,3,2.0,Đông,Sổ đỏ/Sổ hồng,19604.3,77.61
TP.HCM,Quận 9,199.1,3,3,4,12.0,Đông Nam,Hợp đồng mua bán,18408.5,92.46
Hà Nội,Hà Đông,156.1,3,3,4,4.0,Nam,Đang chờ sổ,12874.5,82.48
TP.HCM,Quận 2,59.7,2,2,2,12.0,Tây,Sổ đỏ/Sổ hồng,9403.1,157.51
Hà Nội,Long Biên,130.0,3,2,1,4.0,Đông,Hợp đồng mua bán,9308.7,71.61
Hà Nội,Nam Từ Liêm,186.7,3,3,2,5.0,Đông Nam,Sổ đỏ/Sổ hồng,20267.1,108.55
Đà Nẵng,Hải Châu,259.9,5,5,4,10.0,Đông Nam,Hợp đồng mua bán,18968.1,72.98
Hải Phòng,Ngô Quyền,291.8,3,3,5,3.0,Tây Bắc,Sổ đỏ/Sổ hồng,13127.6,44.99
Hà Nội,Hà Đông,331.7,5,5,2,5.0,Tây,Sổ đỏ/Sổ hồng,31776.4,95.8
TP.HCM,Quận 7,346.5,3,2,3,8.0,Đông Nam,Sổ đỏ/Sổ hồng,54770.6,158.07
Đà Nẵng,Hải Châu,280.7,3,3,2,10.0,Tây Nam,Hợp đồng mua bán,17315.6,61.69
Hải Phòng,Lê Chân,50.2,1,1,3,8.0,Tây,Sổ đỏ/Sổ hồng,2516.6,50.13
TP.HCM,Thủ Đức,343.9,4,4,4,10.0,Đông Bắc,Sổ đỏ/Sổ hồng,37441.0,108.87
TP.HCM,Quận 7,81.8,4,4,1,8.0,Tây Bắc,Sổ đỏ/Sổ hồng,8656.8,105.83
Đà Nẵng,Sơn Trà,348.6,4,4,2,5.0,Tây Bắc,Sổ đỏ/Sổ hồng,19491.8,55.91
Hà Nội,Hà Đông,157.4,5,5,3,3.0,Đông,Sổ đỏ/Sổ hồng,11972.0,76.06
TP.HCM,Quận 3,312.8,1,1,2,6.0,Tây,Sổ đỏ/Sổ hồng,63177.6,201.97
Hà Nội,Long Biên,60.8,3,2,4,8.0,Đông Bắc,Sổ đỏ/Sổ hồng,5534.9,91.03
Hà Nội,Thanh Xuân,57.8,2,1,5,4.0,Đông Bắc,Sổ đỏ/Sổ hồng,6185.8,107.02
Đà Nẵng,Hải Châu,335.4,3,3,3,3.0,Nam,Hợp đồng mua bán,18917.8,56.4
Hải Phòng,Kiến An,182.2,3,2,1,3.0,Đông Bắc,Sổ đỏ/Sổ hồng,5352.0,29.37
TP.HCM,Phú Nhuận,59.1,3,2,3,10.0,Tây,Sổ đỏ/Sổ hồng,12070.1,204.23
Đà Nẵng,Ngũ Hành Sơn,288.0,3,3,3,3.0,Đông Bắc,Đang chờ sổ,14719.0,51.11
TP.HCM,Tân Bình,185.3,1,1,2,3.0,Tây,Hợp đồng mua bán,17038.8,91.95
TP.HCM,Quận 7,152.0,4,4,1,3.0,Nam,Hợp đồng mua bán,20358.6,133.94
TP.HCM,Quận 9,28.4,2,2,3,10.0,Tây Nam,Sổ đỏ/Sổ hồng,2126.2,74.87
TP.HCM,Quận 7,37.1,5,5,4,2.0,Tây Bắc,Sổ đỏ/Sổ hồng,5520.9,148.81
Hà Nội,Nam Từ Liêm,175.2,5,4,5,4.0,Nam,Sổ đỏ/Sổ hồng,22766.5,129.95
TP.HCM,Quận 2,240.9,3,2,3,10.0,Tây Bắc,Sổ đỏ/Sổ hồng,36352.8,150.9
Đà Nẵng,Ngũ Hành Sơn,200.9,4,3,4,4.0,Bắc,Sổ đỏ/Sổ hồng,12518.3,62.31
Hải Phòng,Ngô Quyền,199.0,2,2,2,4.0,Tây,Đang chờ sổ,6082.1,30.56
Hải Phòng,Hồng Bàng,120.5,4,3,4,8.0,Đông Bắc,Hợp đồng mua bán,5794.2,48.08
TP.HCM,Quận 1,78.2,3,3,3,12.0,Tây,Sổ đỏ/Sổ hồng,27887.2,356.61
TP.HCM,Bình Thạnh,261.7,3,3,5,6.0,Đông Nam,Sổ đỏ/Sổ hồng,44436.4,169.8
Hà Nội,Hà Đông,255.0,3,2,3,8.0,Tây Bắc,Sổ đỏ/Sổ hồng,27589.6,108.19
TP.HCM,Quận 9,42.1,1,1,3,5.0,Tây Nam,Sổ đỏ/Sổ hồng,2929.0,69.57
Hà Nội,Ba Đình,86.7,3,2,3,4.0,Đông Nam,Hợp đồng mua bán,19208.1,221.55
Đà Nẵng,Ngũ Hành Sơn,48.8,3,3,3,3.0,Đông Nam,Đang chờ sổ,2093.1,42.89
Hà Nội,Long Biên,277.2,3,2,3,2.0,Tây,Đang chờ sổ,20474.1,73.86
Hà Nội,Hà Đông,319.5,3,3,3,5.0,Bắc,Sổ đỏ/Sổ hồng,24115.2,75.48
TP.HCM,Bình Thạnh,322.7,3,3,5,12.0,Đông Bắc,Sổ đỏ/Sổ hồng,42621.7,132.08
Đà Nẵng,Liên Chiểu,339.6,4,4,2,4.0,Đông,Sổ đỏ/Sổ hồng,16771.5,49.39
Đà Nẵng,Sơn Trà,347.3,3,3,3,8.0,Tây Bắc,Sổ đỏ/Sổ hồng,25453.7,73.29
TP.HCM,Quận 9,169.0,3,3,2,10.0,Bắc,Hợp đồng mua bán,14709.9,87.04
Hải Phòng,Hồng Bàng,214.5,5,4,4,12.0,Tây Bắc,Sổ đỏ/Sổ hồng,12527.5,58.4
Hải Phòng,Ngô Quyền,92.7,2,2,3,2.0,Tây Nam,Sổ đỏ/Sổ hồng,3793.5,40.92
Hải Phòng,Ngô Quyền,284.1,3,2,3,4.0,Tây,Sổ đỏ/Sổ hồng,11898.1,41.88
Hà Nội,Hoàn Kiếm,150.9,4,3,3,8.0,Tây Nam,Đang chờ sổ,40199.4,266.4
TP.HCM,Gò Vấp,207.7,3,3,5,6.0,Tây Bắc,Hợp đồng mua bán,21633.2,104.16
Hà Nội,Đống Đa,35.6,3,2,5,8.0,Tây Bắc,Sổ đỏ/Sổ hồng,5008.9,140.7
TP.HCM,Quận 3,349.0,3,2,3,12.0,Tây Nam,Sổ đỏ/Sổ hồng,92813.8,265.94
Hà Nội,Đống Đa,137.9,3,2,4,4.0,Tây,Sổ đỏ/Sổ hồng,20452.8,148.32
Hải Phòng,Lê Chân,47.9,5,4,4,12.0,Tây,Sổ đỏ/Sổ hồng,2661.7,55.57
TP.HCM,Quận 3,270.0,3,2,3,6.0,Tây Bắc,Sổ đỏ/Sổ hồng,53973.9,199.9
TP.HCM,Quận 7,340.4,2,1,5,12.0,Nam,Sổ đỏ/Sổ hồng,72733.4,213.67
TP.HCM,Quận 9,254.4,2,2,5,6.0,Bắc,Sổ đỏ/Sổ hồng,18758.8,73.74
Hà Nội,Ba Đình,338.0,3,3,3,4.0,Đông,Sổ đỏ/Sổ hồng,82890.0,245.24
Đà Nẵng,Hải Châu,115.8,3,3,1,12.0,Đông,Hợp đồng mua bán,9340.4,80.66
TP.HCM,Quận 3,93.1,3,2,2,4.0,Đông Nam,Hợp đồng mua bán,15112.2,162.32
Hà Nội,Ba Đình,262.2,4,4,3,6.0,Đông Nam,Sổ đỏ/Sổ hồng,76973.4,293.57
Hải Phòng,Hồng Bàng,96.6,5,5,3,6.0,Nam,Sổ đỏ/Sổ hồng,5740.8,59.43
Hà Nội,Ba Đình,206.7,3,2,3,2.0,Đông,Sổ đỏ/Sổ hồng,42466.8,205.45
Hà Nội,Ba Đình,128.1,3,3,1,3.0,Đông,Hợp đồng mua bán,20688.7,161.5
Hà Nội,Đống Đa,335.4,2,1,3,3.0,Tây Nam,Hợp đồng mua bán,34354.4,102.43
Đà Nẵng,Liên Chiểu,207.0,3,3,4,10.0,Bắc,Sổ đỏ/Sổ hồng,9227.3,44.58
TP.HCM,Thủ Đức,113.0,3,2,3,4.0,Đông,Đang chờ sổ,9663.6,85.52
TP.HCM,Gò Vấp,158.3,3,3,2,6.0,Nam,Sổ đỏ/Sổ hồng,15253.9,96.36
TP.HCM,Quận 7,302.7,4,3,5,5.0,Bắc,Hợp đồng mua bán,47523.1,157.0
TP.HCM,Phú Nhuận,218.8,3,3,3,3.0,Tây,Sổ đỏ/Sổ hồng,38182.5,174.51
Hải Phòng,Kiến An,125.2,4,3,3,6.0,Đông Bắc,Hợp đồng mua bán,3988.3,31.86
TP.HCM,Quận 2,145.7,3,3,2,8.0,Đông Nam,Hợp đồng mua bán,24641.6,169.13
Đà Nẵng,Ngũ Hành Sơn,117.9,2,1,3,10.0,Tây Nam,Sổ đỏ/Sổ hồng,6649.2,56.4
TP.HCM,Quận 3,333.1,2,2,5,10.0,Đông Nam,Sổ đỏ/Sổ hồng,89385.1,268.34
Đà Nẵng,Sơn Trà,220.6,4,3,2,10.0,Đông Nam,Hợp đồng mua bán,17545.5,79.54
TP.HCM,Quận 3,165.1,2,1,2,12.0,Tây,Sổ đỏ/Sổ hồng,35282.7,213.7
Hà Nội,Hai Bà Trưng,46.3,4,4,3,2.0,Nam,Sổ đỏ/Sổ hồng,6950.5,150.12
Hải Phòng,Kiến An,48.7,5,4,2,8.0,Đông Bắc,Sổ đỏ/Sổ hồng,1992.6,40.91
Hà Nội,Hà Đông,295.0,3,2,3,12.0,Đông Bắc,Sổ đỏ/Sổ hồng,30956.8,104.94
TP.HCM,Quận 1,269.5,1,1,3,3.0,Đông Bắc,Sổ đỏ/Sổ hồng,67643.2,251.0
TP.HCM,Bình Thạnh,284.7,4,3,3,8.0,Tây Bắc,Sổ đỏ/Sổ hồng,42288.8,148.54
TP.HCM,Thủ Đức,223.3,3,3,3,10.0,Tây Nam,Sổ đỏ/Sổ hồng,21528.0,96.41
TP.HCM,Quận 1,284.5,3,3,3,12.0,Đông Nam,Sổ đỏ/Sổ hồng,91231.6,320.67
Đà Nẵng,Ngũ Hành Sơn,67.4,1,1,1,8.0,Tây Nam,Sổ đỏ/Sổ hồng,3635.7,53.94
Đà Nẵng,Liên Chiểu,313.9,4,4,3,3.0,Đông Bắc,Sổ đỏ/Sổ hồng,10970.0,34.95
Cần Thơ,Bình Thủy,179.1,1,1,5,12.0,Tây Bắc,Sổ đỏ/Sổ hồng,7302.7,40.77
Hải Phòng,Ngô Quyền,313.8,3,2,2,4.0,Đông,Sổ đỏ/Sổ hồng,15889.1,50.63
TP.HCM,Quận 1,311.7,3,3,5,2.0,Đông Nam,Sổ đỏ/Sổ hồng,98803.6,316.98
Hà Nội,Long Biên,81.6,5,5,4,10.0,Tây,Đang chờ sổ,6369.9,78.06
Hà Nội,Cầu Giấy,220.6,2,1,4,6.0,Tây,Đang chờ sổ,25047.2,113.54
Hải Phòng,Ngô Quyền,118.4,3,2,3,8.0,Bắc,Sổ đỏ/Sổ hồng,5354.7,45.23
Đà Nẵng,Liên Chiểu,126.6,3,3,3,10.0,Đông Nam,Sổ đỏ/Sổ hồng,6437.6,50.85
Đà Nẵng,Thanh Khê,278.0,5,4,4,3.0,Tây Nam,Hợp đồng mua bán,12080.5,43.45
TP.HCM,Quận 1,248.7,3,2,5,12.0,Đông Nam,Sổ đỏ/Sổ hồng,98252.2,395.06
Hà Nội,Hoàng Mai,143.7,3,2,4,10.0,Đông,Sổ đỏ/Sổ hồng,13723.4,95.5
Hà Nội,Thanh Xuân,57.4,2,2,4,2.0,Tây,Sổ đỏ/Sổ hồng,5332.0,92.89
Hải Phòng,Hồng Bàng,219.2,4,3,3,4.0,Tây,Đang chờ sổ,7160.7,32.67
Đà Nẵng,Thanh Khê,193.2,2,2,3,12.0,Tây,Sổ đỏ/Sổ hồng,11834.2,61.25
Hải Phòng,Ngô Quyền,143.1,3,2,3,6.0,Nam,Đang chờ sổ,7092.2,49.56
Hà Nội,Hoàng Mai,267.2,3,2,2,3.0,Tây Nam,Sổ đỏ/Sổ hồng,22619.5,84.65
Hà Nội,Hoàng Mai,165.4,3,3,4,2.0,Đông Bắc,Sổ đỏ/Sổ hồng,14871.5,89.91
Hà Nội,Hà Đông,229.5,3,2,5,4.0,Tây Nam,Sổ đỏ/Sổ hồng,21600.8,94.12
Hà Nội,Nam Từ Liêm,83.4,3,2,2,2.0,Đông Nam,Hợp đồng mua bán,7105.7,85.2
Hà Nội,Nam Từ Liêm,180.4,2,1,4,5.0,Đông Nam,Hợp đồng mua bán,16754.8,92.88
Hà Nội,Cầu Giấy,302.7,1,1,2,6.0,Đông,Sổ đỏ/Sổ hồng,47808.1,157.94
TP.HCM,Quận 7,180.0,4,3,3,8.0,Tây Nam,Hợp đồng mua bán,18753.0,104.18
Hà Nội,Nam Từ Liêm,99.7,2,1,3,4.0,Nam,Hợp đồng mua bán,9373.3,94.01
Hà Nội,Cầu Giấy,147.6,5,4,5,4.0,Bắc,Sổ đỏ/Sổ hồng,22397.2,151.74
Hà Nội,Hà Đông,243.5,3,2,3,5.0,Tây Bắc,Sổ đỏ/Sổ hồng,17874.6,73.41
TP.HCM,Bình Thạnh,203.6,4,3,3,6.0,Tây Bắc,Sổ đỏ/Sổ hồng,24040.5,118.08
Hà Nội,Hoàng Mai,66.8,5,5,1,5.0,Đông Nam,Sổ đỏ/Sổ hồng,6707.2,100.41
Hà Nội,Nam Từ Liêm,306.8,4,3,1,2.0,Đông,Hợp đồng mua bán,20798.3,67.79
Đà Nẵng,Thanh Khê,104.0,5,4,1,5.0,Bắc,Sổ đỏ/Sổ hồng,5371.3,51.65
TP.HCM,Quận 1,197.7,3,3,5,3.0,Tây Nam,Sổ đỏ/Sổ hồng,61817.0,312.68
Hải Phòng,Hồng Bàng,239.7,3,2,1,12.0,Đông Bắc,Sổ đỏ/Sổ hồng,15102.2,63.0
Hà Nội,Nam Từ Liêm,139.9,2,2,2,5.0,Đông,Đang chờ sổ,13141.5,93.93
Đà Nẵng,Liên Chiểu,164.6,3,2,3,6.0,Bắc,Hợp đồng mua bán,6209.7,37.73
TP.HCM,Gò Vấp,326.8,3,3,3,3.0,Đông,Hợp đồng mua bán,25029.5,76.59
TP.HCM,Quận 1,144.8,4,3,3,4.0,Tây Nam,Sổ đỏ/Sổ hồng,35337.7,244.05
Hà Nội,Cầu Giấy,30.0,2,1,2,10.0,Nam,Hợp đồng mua bán,4432.2,147.74
Hà Nội,Cầu Giấy,315.6,2,1,4,10.0,Nam,Hợp đồng mua bán,59249.8,187.74
TP.HCM,Bình Thạnh,149.6,2,1,4,5.0,Bắc,Sổ đỏ/Sổ hồng,20025.4,133.86
Hải Phòng,Ngô Quyền,111.1,3,3,4,2.0,Bắc,Sổ đỏ/Sổ hồng,4977.4,44.8
Hà Nội,Hoàn Kiếm,328.1,3,2,4,8.0,Đông,Sổ đỏ/Sổ hồng,94774.6,288.86
Đà Nẵng,Hải Châu,327.2,3,2,3,12.0,Đông,Sổ đỏ/Sổ hồng,29327.6,89.63
TP.HCM,Quận 2,331.6,3,2,3,6.0,Tây Bắc,Sổ đỏ/Sổ hồng,45116.7,136.06
TP.HCM,Quận 3,75.3,2,2,1,10.0,Bắc,Đang chờ sổ,11366.9,150.95
Đà Nẵng,Ngũ Hành Sơn,211.5,3,3,3,10.0,Tây Nam,Sổ đỏ/Sổ hồng,13603.3,64.32
TP.HCM,Quận 3,235.6,1,1,3,8.0,Tây Nam,Sổ đỏ/Sổ hồng,63730.2,270.5
TP.HCM,Quận 1,66.3,3,3,2,6.0,Tây,Hợp đồng mua bán,13909.1,209.79
Cần Thơ,Ninh Kiều,349.4,5,4,2,10.0,Tây Nam,Sổ đỏ/Sổ hồng,15579.9,44.59
Hải Phòng,Lê Chân,260.3,2,2,3,10.0,Đông Nam,Sổ đỏ/Sổ hồng,16149.8,62.04
Đà Nẵng,Hải Châu,28.5,4,4,5,6.0,Tây Bắc,Sổ đỏ/Sổ hồng,2597.6,91.14
TP.HCM,Quận 1,47.9,3,2,2,3.0,Tây Nam,Đang chờ sổ,10144.4,211.78
TP.HCM,Tân Bình,183.1,4,4,2,10.0,Tây Nam,Hợp đồng mua bán,22028.3,120.31
TP.HCM,Phú Nhuận,276.8,3,2,3,10.0,Tây Bắc,Hợp đồng mua bán,44082.4,159.26
Hà Nội,Đống Đa,238.1,2,2,4,12.0,Tây Nam,Hợp đồng mua bán,36336.1,152.61
TP.HCM,Bình Thạnh,118.5,4,3,3,5.0,Đông Nam,Hợp đồng mua bán,16514.5,139.36
Hà Nội,Hà Đông,67.9,4,3,2,6.0,Nam,Hợp đồng mua bán,5434.6,80.04
Đà Nẵng,Sơn Trà,57.8,5,4,4,5.0,Bắc,Sổ đỏ/Sổ hồng,3426.8,59.29
TP.HCM,Bình Thạnh,99.1,5,5,2,2.0,Đông,Sổ đỏ/Sổ hồng,13776.5,139.02
Hà Nội,Hoàn Kiếm,189.1,2,2,4,5.0,Đông,Sổ đỏ/Sổ hồng,51310.1,271.34
Hà Nội,Cầu Giấy,144.9,2,1,1,2.0,Đông,Sổ đỏ/Sổ hồng,19741.2,136.24
TP.HCM,Quận 7,149.5,4,3,5,10.0,Tây Bắc,Sổ đỏ/Sổ hồng,27921.7,186.77
Đà Nẵng,Sơn Trà,208.9,4,3,1,10.0,Đông,Đang chờ sổ,10939.7,52.37
TP.HCM,Quận 9,315.9,5,5,3,2.0,Đông Bắc,Sổ đỏ/Sổ hồng,25466.5,80.62
Hà Nội,Long Biên,40.0,3,3,3,2.0,Nam,Hợp đồng mua bán,2980.0,74.5
Đà Nẵng,Thanh Khê,291.3,5,5,3,12.0,Nam,Hợp đồng mua bán,14555.5,49.97
TP.HCM,Quận 9,80.0,3,3,5,3.0,Đông Bắc,Đang chờ sổ,5100.4,63.76
TP.HCM,Bình Thạnh,344.2,5,5,3,4.0,Nam,Sổ đỏ/Sổ hồng,52299.0,151.94
Hà Nội,Hà Đông,267.1,2,2,3,8.0,Tây Bắc,Sổ đỏ/Sổ hồng,22213.5,83.17
Cần Thơ,Bình Thủy,72.9,1,1,4,8.0,Đông Nam,Sổ đỏ/Sổ hồng,3300.8,45.28
TP.HCM,Gò Vấp,41.4,2,1,3,10.0,Đông,Sổ đỏ/Sổ hồng,4902.6,118.42
Hà Nội,Hà Đông,298.8,4,3,3,2.0,Đông,Sổ đỏ/Sổ hồng,25471.7,85.25
Hải Phòng,Lê Chân,183.4,3,2,4,2.0,Bắc,Sổ đỏ/Sổ hồng,7094.8,38.68
TP.HCM,Bình Thạnh,108.4,4,3,4,3.0,Đông Nam,Đang chờ sổ,12541.1,115.69
Hà Nội,Long Biên,26.8,4,3,1,8.0,Tây,Sổ đỏ/Sổ hồng,2951.3,110.12
Hà Nội,Ba Đình,222.5,3,3,1,4.0,Đông Bắc,Sổ đỏ/Sổ hồng,49163.0,220.96
Hà Nội,Nam Từ Liêm,86.2,2,2,3,3.0,Tây Bắc,Sổ đỏ/Sổ hồng,7434.9,86.25
TP.HCM,Bình Thạnh,153.8,4,4,3,4.0,Đông Bắc,Sổ đỏ/Sổ hồng,20806.3,135.28
TP.HCM,Quận 7,205.9,3,3,3,12.0,Đông Nam,Sổ đỏ/Sổ hồng,41714.3,202.59
Cần Thơ,Ninh Kiều,257.9,4,4,4,2.0,Bắc,Sổ đỏ/Sổ hồng,13297.9,51.56
TP.HCM,Gò Vấp,75.1,4,4,2,12.0,Nam,Hợp đồng mua bán,8980.3,119.58
Hà Nội,Hoàng Mai,122.0,3,2,3,5.0,Đông Nam,Sổ đỏ/Sổ hồng,9736.7,79.81
TP.HCM,Thủ Đức,277.8,4,3,3,4.0,Tây Nam,Sổ đỏ/Sổ hồng,30841.7,111.02
Hà Nội,Long Biên,236.2,1,1,3,8.0,Bắc,Hợp đồng mua bán,24719.1,104.65
Hà Nội,Hoàng Mai,248.0,2,1,3,5.0,Tây Nam,Sổ đỏ/Sổ hồng,22005.6,88.73
TP.HCM,Bình Thạnh,186.1,3,3,3,3.0,Bắc,Sổ đỏ/Sổ hồng,20797.0,111.75
Đà Nẵng,Liên Chiểu,248.6,4,4,2,5.0,Tây Bắc,Hợp đồng mua bán,7773.4,31.27
TP.HCM,Quận 9,237.3,2,2,3,2.0,Bắc,Sổ đỏ/Sổ hồng,19967.3,84.14
TP.HCM,Quận 3,95.2,2,1,2,5.0,Đông,Hợp đồng mua bán,14574.3,153.09
Hà Nội,Ba Đình,36.4,5,4,1,8.0,Tây,Sổ đỏ/Sổ hồng,7070.9,194.26
Đà Nẵng,Liên Chiểu,272.2,2,2,2,6.0,Tây,Sổ đỏ/Sổ hồng,10268.3,37.72
TP.HCM,Quận 2,55.5,3,3,3,6.0,Đông Bắc,Sổ đỏ/Sổ hồng,8482.1,152.83
TP.HCM,Quận 2,38.0,5,5,3,2.0,Bắc,Hợp đồng mua bán,4900.5,128.96
Hà Nội,Thanh Xuân,37.5,4,4,3,2.0,Đông Nam,Hợp đồng mua bán,3260.1,86.94
TP.HCM,Quận 7,55.9,2,2,3,10.0,Đông Nam,Sổ đỏ/Sổ hồng,10502.7,187.88
TP.HCM,Phú Nhuận,336.3,4,4,2,8.0,Đông Nam,Sổ đỏ/Sổ hồng,66729.1,198.42
Hải Phòng,Kiến An,221.2,3,3,2,12.0,Tây Nam,Sổ đỏ/Sổ hồng,9969.5,45.07
Hà Nội,Thanh Xuân,282.5,2,2,3,8.0,Tây Bắc,Sổ đỏ/Sổ hồng,39438.4,139.6
Đà Nẵng,Liên Chiểu,185.5,5,4,3,8.0,Tây Nam,Sổ đỏ/Sổ hồng,7901.0,42.59
Đà Nẵng,Sơn Trà,130.5,4,3,3,12.0,Tây,Sổ đỏ/Sổ hồng,9865.3,75.6
TP.HCM,Thủ Đức,299.9,3,2,1,4.0,Đông,Sổ đỏ/Sổ hồng,25493.7,85.01
Đà Nẵng,Liên Chiểu,281.4,3,2,4,2.0,Đông,Hợp đồng mua bán,11947.0,42.46
TP.HCM,Quận 2,79.2,1,1,2,5.0,Đông Bắc,Sổ đỏ/Sổ hồng,9487.8,119.8
TP.HCM,Thủ Đức,240.1,3,3,2,2.0,Đông,Sổ đỏ/Sổ hồng,17795.2,74.12
TP.HCM,Thủ Đức,34.3,3,3,4,10.0,Đông Nam,Hợp đồng mua bán,4306.5,125.56
Hà Nội,Hai Bà Trưng,263.3,2,1,3,8.0,Đông,Hợp đồng mua bán,25886.2,98.31
Hà Nội,Đống Đa,263.6,3,2,1,2.0,Nam,Sổ đỏ/Sổ hồng,37976.1,144.07
TP.HCM,Quận 3,293.0,3,2,2,10.0,Đông Nam,Hợp đồng mua bán,74451.1,254.1
Hà Nội,Cầu Giấy,288.4,3,2,5,6.0,Tây Nam,Hợp đồng mua bán,38180.7,132.39
TP.HCM,Quận 1,322.2,4,4,2,12.0,Tây Nam,Sổ đỏ/Sổ hồng,89507.7,277.8
Hà Nội,Nam Từ Liêm,298.2,3,2,3,12.0,Bắc,Hợp đồng mua bán,39418.0,132.19
TP.HCM,Thủ Đức,244.8,2,2,3,2.0,Đông Bắc,Hợp đồng mua bán,22008.4,89.9
TP.HCM,Quận 3,61.6,3,3,3,3.0,Đông Bắc,Đang chờ sổ,10418.3,169.13
Hà Nội,Hoàn Kiếm,227.6,2,1,4,6.0,Tây Bắc,Sổ đỏ/Sổ hồng,57153.3,251.11
Hà Nội,Hai Bà Trưng,249.0,3,2,3,5.0,Tây,Hợp đồng mua bán,21812.9,87.6
Hải Phòng,Lê Chân,289.0,4,4,2,6.0,Đông Nam,Hợp đồng mua bán,9983.3,34.54
Đà Nẵng,Liên Chiểu,122.2,3,2,2,12.0,Đông Nam,Hợp đồng mua bán,6954.7,56.91
Hà Nội,Hà Đông,196.5,3,2,5,2.0,Đông Nam,Sổ đỏ/Sổ hồng,17101.3,87.03
